word,length,syllables,consonants,vowels,consonantconjuncts,count,senses,synonyms,hypernyms,hyponyms,authors,years,source
कंठ,3,1,2,1,0,47,2,9,8,0,"Sudhakar Adeeb,Premchand,Dharmveer Bharti,Jayshankar Prasad,Vibhooti Narayan Roy,Kavita,Sharatchandra Chattopadhyay,Anwar Suhail,Yashpal Jain,na","2000,1928,1936,1949,1929,1932,1998,2012,1926,unk,1988,1917,na","story_na,wiki_science,web_news"
बाँध,4,1,2,2,0,172,1,11,6,1,"Kunal Singh,Sudhakar Adeeb,Usha Kiran Khan,Naresh Nadeem,Jayshree Roy,Devkinandan Khatri,Mamta Kalia,Sharatchandra Chattopadhyay,Vibhooti Narayan Roy,Premchand,Dharmveer Bharti,Jayshankar Prasad,Santosh Chaube,A. Asafal,Kavita,Premchand Sahajvala,Anwar Suhail,Yashpal Jain,Kashinath Singh,Jainandan,Ravindra Kalia,Manisha Kulshreshth,unk,Santosh Shrivastav,Jitendra Visaria,na,dada bhagvan","2010,2000,2015,2012,1888,1920,2009,1983,1936,1949,1929,2006,unk,2013,2008,1917,1952,na,2004","story_na,wiki_automobiles,wiki_festivals,wiki_food,wiki_nature,wiki_religion,wiki_science,wiki_transport,wiki_universe,story_bhandarkar oriental research institute,web_news"
मालिन,5,2,3,2,0,13,2,8,83,0,"Mamta Kalia,Dharmveer Bharti,na","2009,1949,na","story_na,wiki_music"
प्रथा,5,2,3,2,1,134,1,30,1,133,"Mamta Kalia,Premchand,Kavita,Sharatchandra Chattopadhyay,na","2009,1928,1936,1932,2012,1917,na,2010","story_na,wiki_animals,wiki_art,wiki_books,wiki_cinema,wiki_culture,wiki_festivals,wiki_food,wiki_health,wiki_history,wiki_money,wiki_music,wiki_nature,wiki_ngo,wiki_parenting,wiki_politics,wiki_religion,wiki_sports,wiki_transport,wiki_wedding,story_bhandarkar oriental research institute,web_news"
दर्जा,5,2,3,2,1,147,4,29,56,126,"Kunal Singh,Naresh Nadeem,Vibhooti Narayan Roy,Tufail Chaturvedi,A. Asafal,Jainandan,unk,na","2010,2012,1983,unk,na","story_na,wiki_animals,wiki_cinema,wiki_culture,wiki_defence,wiki_education,wiki_festivals,wiki_history,wiki_music,wiki_nature,wiki_parenting,wiki_politics,wiki_religion,wiki_science,wiki_sports,wiki_technology,wiki_tourism,wiki_universe,web_news"
इंजीनियरिंग,11,5,5,6,0,111,1,4,1,9,"Mamta Kalia,Dharmveer Bharti,Santosh Chaube,Anwar Suhail,unk,Vibhooti Narayan Roy,Santosh Shrivastav,na","2000,1949,2006,unk,2010,na","story_na,wiki_automobiles,wiki_defence,wiki_education,wiki_law,wiki_nature,wiki_science,wiki_technology,wiki_transport,wiki_universe,web_news"
तालमेल,6,3,4,2,0,122,1,4,15,1,"Kunal Singh,Mamta Kalia,na,dada bhagvan","2010,2009,na,1997,2007","story_na,wiki_health,wiki_law,wiki_money,wiki_ngo,wiki_politics,wiki_science,story_bhandarkar oriental research institute,web_news"
फैक्टरी,7,2,4,3,1,28,1,9,20,24,"Mamta Kalia,Suraj Prakash,Vibhooti Narayan Roy,Anwar Suhail,unk,na","2000,1998,unk,1988,na","story_na,wiki_defence,wiki_nature,wiki_tourism,web_news"
सौन्दर्य,8,3,5,3,2,546,2,55,30,8,"Suraj Prakash,Mamta Kalia,Dharmveer Bharti,Jayshankar Prasad,Sharatchandra Chattopadhyay,Manisha Kulshreshth,unk,na","2000,2009,1949,1929,1926,2012,1917,unk,na","story_na,wiki_art,wiki_culture,web_news"
घानी,4,2,2,2,0,2,5,32,53,3,"Premchand,unk","1928,unk","story_na"
मार्केटिंग,10,3,5,5,1,64,1,1,0,0,"Sudhakar Adeeb,Mamta Kalia,Ravindra Kalia,Manisha Kulshreshth,na","2000,unk,2012,na","story_na,wiki_automobiles,wiki_cinema,wiki_tourism,wiki_transport,web_news"
कार्यवाही,9,4,5,4,1,126,1,6,8,26,"Mamta Kalia,Asgar Vajahat,Vibhooti Narayan Roy,Santosh Chaube,Ravindra Kalia,unk,Yashwant Kothari,na","2009,unk,1998,2006,1988,2010,1983,na","story_na,wiki_cinema,wiki_defence,wiki_education,wiki_law,wiki_nature,wiki_politics,wiki_science,wiki_sports,wiki_transport,web_news"
घसीटना,6,3,4,2,0,3,4,8,0,0,"Asgar Vajahat,Premchand","unk,1936,1932","story_na"
माजरा,5,2,3,2,0,8,1,13,15,31,"Kunal Singh,Premchand Sahajvala,Anwar Suhail,Yashpal Jain,Jainandan,unk,na","2010,2013,unk,na","story_na,web_news"
निर्माण,7,2,4,3,1,920,1,13,2,18,"Sudhakar Adeeb,Mamta Kalia,Premchand,Vibhooti Narayan Roy,Santosh Chaube,A. Asafal,Kavita,Yashpal Jain,unk,na,dada bhagvan","2000,2009,1928,1936,1932,1998,2006,unk,2012,1988,2010,na,2008,2003,2007","story_na,wiki_animals,wiki_art,wiki_automobiles,wiki_books,wiki_cinema,wiki_culture,wiki_defence,wiki_education,wiki_festivals,wiki_food,wiki_health,wiki_history,wiki_law,wiki_money,wiki_music,wiki_nature,wiki_ngo,wiki_parenting,wiki_politics,wiki_religion,wiki_science,wiki_sports,wiki_technology,wiki_tourism,wiki_transport,wiki_universe,wiki_weather,wiki_wedding,story_bhandarkar oriental research institute,web_news"
बुद्धि,6,2,3,3,1,513,2,37,46,9,"Kunal Singh,Naresh Nadeem,Devkinandan Khatri,Suraj Prakash,Mamta Kalia,Premchand,Dharmveer Bharti,Jayshankar Prasad,Tufail Chaturvedi,Santosh Shrivastav,Anwar Suhail,Ravindra Kalia,Sharatchandra Chattopadhyay,unk,Vibhooti Narayan Roy,Yashwant Kothari,na,dada bhagvan","2010,2012,1888,2000,2009,1928,1936,1949,1929,1932,unk,2003,1917,1983,na,1997,2008,2004,2011,2014,2007","story_na,wiki_art,wiki_culture,wiki_defence,wiki_education,wiki_festivals,wiki_health,wiki_law,wiki_religion,wiki_science,wiki_sports,story_bhandarkar oriental research institute,web_news"
