,gid,word,simple,complex
1874,cwig8,विपदा,0,1
1875,cwig8,विभिन्नता,0,2
1876,cwig8,विरद,0,2
1877,cwig8,विरुद,0,2
1878,cwig8,विलय,0,2
1879,cwig8,विलयन,1,1
1880,cwig8,विलीनीकरण,0,2
1881,cwig8,विविधता,0,2
1882,cwig8,विवेचक,1,0
1883,cwig8,विशसन,1,1
1884,cwig8,विश्वकाया,0,1
1885,cwig8,विश्वक्शेना,1,0
1886,cwig8,विश्वक्षय,0,2
1887,cwig8,विषम,0,1
1888,cwig8,विष्णुप्रिया,0,1
1889,cwig8,वृजन,2,0
1890,cwig8,वृत्ति,0,1
1891,cwig8,वृत्रतूर्य,2,0
1892,cwig8,वृंद,1,0
1893,cwig8,वृन्द,1,0
1894,cwig8,वृषध्वजा,1,0
1895,cwig8,वृषाकपायी,1,0
1896,cwig8,वेग,0,1
1897,cwig8,वैभिन्य,0,2
1898,cwig8,वैल्यू,0,1
1899,cwig8,वैष्णवी,0,1
1900,cwig8,व्यक्तभुज,0,1
1901,cwig8,व्यवसायिक,0,1
1902,cwig8,व्यापारिक,0,1
1903,cwig8,व्यापारीय,0,1
1904,cwig8,व्यावसायिक,0,1
1905,cwig8,व्युष्टि,1,0
1906,cwig8,शकल,0,2
1907,cwig8,शक्ल,0,2
1908,cwig8,शंख,0,1
1909,cwig8,शङ्ख,1,0
1910,cwig8,शताक्षी,0,1
1911,cwig8,शंभुकांता,1,0
1912,cwig8,शम्भुकान्ता,0,1
1913,cwig8,शवसान,0,1
1914,cwig8,शंस,1,0
1915,cwig8,शाकवीर,2,0
1916,cwig8,शाकश्रेष्ठ,1,1
1917,cwig8,शाक्री,1,0
1918,cwig8,शांभवी,0,1
1919,cwig8,शामत,0,1
1920,cwig8,शाम्भवी,0,1
1921,cwig8,शारदा,0,1
1922,cwig8,शिफा,1,0
1923,cwig8,शिला,0,1
1924,cwig8,शिवकिंकर,1,0
1925,cwig8,शिवगण,0,1
1926,cwig8,शिवसुंदरी,0,1
1927,cwig8,शिवसुन्दरी,0,1
1928,cwig8,शिवा,0,1
1929,cwig8,शिवानी,0,1
1930,cwig8,शुद्धि,0,1
1931,cwig8,शुनकचिल्ली,2,0
1932,cwig8,शुभंकरी,1,0
1933,cwig8,शुंभघातिनी,0,1
1934,cwig8,शुंभमर्दिनी,1,0
1935,cwig8,शुम्भघातिनी,0,1
1936,cwig8,शुम्भमर्दिनी,0,1
1937,cwig8,शृंखला,0,2
1938,cwig8,शैलादि,0,1
1939,cwig8,शोभा,0,1
1940,cwig8,शोहरत,0,2
1941,cwig8,शौक,0,1
1942,cwig8,श्राम,0,1
1943,cwig8,श्रिया,1,0
1944,cwig8,श्री,0,1
1945,cwig8,श्रीप्रदा,1,0
1946,cwig8,श्रीमती,0,1
1947,cwig8,श्रेणियों,0,2
1948,cwig8,श्रेणी,0,3
1949,cwig8,श्लाघा,1,0
1950,cwig8,श्वानचिल्लिका,2,0
1951,cwig8,संकट,0,1
1952,cwig8,संकीर्ण,0,1
1953,cwig8,संकुल,0,2
1954,cwig8,सखा,0,1
1955,cwig8,संग,0,1
1956,cwig8,संगत,0,2
1957,cwig8,संगति,0,1
1958,cwig8,संगतिया,1,0
1959,cwig8,संगाती,0,1
1960,cwig8,संगिनी,0,1
1961,cwig8,संग्राम,0,2
1962,cwig8,संघात,0,1
1963,cwig8,सङ्कुल,2,0
1964,cwig8,सङ्घात,1,0
1965,cwig8,संजीव,0,2
1966,cwig8,संजीवक,1,1
1967,cwig8,संजीवन,0,2
1968,cwig8,सञ्जीव,1,1
1969,cwig8,सञ्जीवक,1,1
1970,cwig8,सड़क,0,1
1971,cwig8,सतर,0,2
1972,cwig8,सधर्मिणी,1,0
1973,cwig8,सफर,0,1
1974,cwig8,सफ़र,0,1
1975,cwig8,सबील,0,1
1976,cwig8,संभार,0,1
1977,cwig8,समय,0,1
1978,cwig8,समर,1,1
1979,cwig8,समा,0,1
1980,cwig8,समाँ,0,1
1981,cwig8,समां,0,1
1982,cwig8,समाज,0,2
1983,cwig8,समालोचक,1,0
1984,cwig8,समीक्षक,1,0
1985,cwig8,समुदाय,0,3
1986,cwig8,समुद्रज,0,2
1987,cwig8,समूह,0,3
1988,cwig8,सम्भार,0,1
1989,cwig8,सम्मान,0,2
1990,cwig8,सरगना,2,0
1991,cwig8,सरग़ना,1,1
1992,cwig8,संरचना,0,2
1993,cwig8,सरदार,0,2
1994,cwig8,सर्वमंगला,0,1
1995,cwig8,सर्वोत्कृष्ट,0,1
1996,cwig8,संविलयन,1,1
1997,cwig8,संसक्ति,0,1
1998,cwig8,संसर्ग,1,0
1999,cwig8,संस्थापन,0,2
2000,cwig8,संस्थापना,0,2
2001,cwig8,सहगामिनी,0,1
2002,cwig8,सहचर,0,1
2003,cwig8,सहधर्मिणी,0,1
2004,cwig8,साइज,0,2
2005,cwig8,साइज़,0,2
2006,cwig8,साख,0,2
2007,cwig8,साथ,0,1
2008,cwig8,साथी,0,1
2009,cwig8,साधन,0,1
2010,cwig8,सिंधुकन्या,0,1
2011,cwig8,सिंधुजा,0,1
2012,cwig8,सिंधुलताग्र,0,2
2013,cwig8,सिंधुसुता,0,1
2014,cwig8,सिनेमा,0,1
2015,cwig8,सिन्धुकन्या,0,1
2016,cwig8,सिन्धुजा,0,1
2017,cwig8,सिन्धुलताग्र,1,1
2018,cwig8,सिन्धुसुता,0,1
2019,cwig8,सिलसिला,0,3
2020,cwig8,सिंहवाहिनी,0,1
2021,cwig8,सुख्याति,0,2
2022,cwig8,सुयश,0,2
2023,cwig8,सुहृद,1,0
2024,cwig8,सूरत,0,1
2025,cwig8,सेकंड,0,1
2026,cwig8,सेकन्ड,0,1
2027,cwig8,सेकेंड,0,1
2028,cwig8,सेवक,0,1
2029,cwig8,सैयाह,0,1
2030,cwig8,सोहबत,0,1
2031,cwig8,सोहागा,0,2
2032,cwig8,सौम्या,0,1
2033,cwig8,स्कंध,2,0
2034,cwig8,स्कन्ध,2,0
2035,cwig8,स्टेज,0,1
2036,cwig8,स्थानक,0,1
2037,cwig8,स्थापन,0,2
2038,cwig8,स्थिति,0,1
2039,cwig8,स्पृहा,0,1
2040,cwig8,स्वरूप,0,2
2041,cwig8,स्वीकृति,0,1
2042,cwig8,हमदम,0,1
2043,cwig8,हयग्रीवा,1,0
2044,cwig8,हरिप्रिया,0,1
2045,cwig8,हवस,0,1
2046,cwig8,हसरत,0,1
2047,cwig8,हाँ,0,1
2048,cwig8,हाल,0,1
2049,cwig8,हालत,0,1
2050,cwig8,हितैषी,0,1
2051,cwig8,हेंगा,1,1
2052,cwig8,हेड,0,1
2053,cwig8,हेमकंदल,1,1
2054,cwig8,हेमकन्दल,1,1
2055,cwig8,३६,0,1
2056,cwig8,अंतर्जातीय,0,1
2057,cwig8,अतुल,0,1
2058,cwig8,अध्व,0,1
2059,cwig8,अवधी,0,1
2060,cwig8,आज्ञा,0,1
2061,cwig8,आमिल,0,2
2062,cwig8,आवलि,0,2
2063,cwig8,कनपटी,0,1
2064,cwig8,कारबारी,0,1
2065,cwig8,गठरी,1,1
2066,cwig8,गर्दिश,0,1
2067,cwig8,गीगाबाइट,0,1
2068,cwig8,चकरिया,1,0
2069,cwig8,ट्राय,0,1
2070,cwig8,दरवाजा,0,1
2071,cwig8,दरशाना,0,1
2072,cwig8,धाकदार,0,1
2073,cwig8,धुन,0,2
2074,cwig8,नामोनिशान,0,1
2075,cwig8,पंथाई,0,1
2076,cwig8,परंपरागत,0,1
2077,cwig8,प्रयोगात्मक,1,1
2078,cwig8,प्रसर,0,2
2079,cwig8,प्रसारण,0,2
2080,cwig8,प्रेक्षक,1,0
2081,cwig8,फिल्म,0,1
2082,cwig8,बावजूद,0,1
2083,cwig8,बेला,0,1
2084,cwig8,भौमरत्न,1,1
2085,cwig8,मंगला,0,1
2086,cwig8,मँडराना,0,1
2087,cwig8,माहात्म्य,0,1
2088,cwig8,रसूख़,0,1
2089,cwig8,लिप्सा,1,0
2090,cwig8,लीडरी,0,1
2091,cwig8,विवाहिता,0,1
2092,cwig8,वैविध्य,1,1
2093,cwig8,शरणार्थी,0,2
2094,cwig8,संगी,0,1
2095,cwig8,सञ्जीवन,1,1
2096,cwig8,सर्वेसर्वा,0,1
2097,cwig8,सलमह,1,1
2098,cwig8,सेकेन्ड,0,1
2099,cwig8,स्थापना,0,2
2100,cwig8,अख्तियार,0,1
2101,cwig8,अख़्तियार,1,0
2102,cwig8,अंध,0,1
2103,cwig8,अंधकार,0,1
2104,cwig8,अंधार,0,1
2105,cwig8,अधिकार,0,1
2106,cwig8,अधिकृति,0,1
2107,cwig8,अँधियारा,0,1
2108,cwig8,अंधियारा,0,1
2109,cwig8,अँधियारी,0,1
2110,cwig8,अँधियाला,0,1
2111,cwig8,अधीनता,0,1
2112,cwig8,अधीनत्व,0,1
2113,cwig8,अधीनस्थता,1,0
2114,cwig8,अँधेरा,0,1
2115,cwig8,अंधेरा,0,1
2116,cwig8,अँधेरिया,0,1
2117,cwig8,अंधेरिया,1,0
2118,cwig8,अँधेरी,0,1
2119,cwig8,अंधेरी,0,1
2120,cwig8,अँधेरे,0,1
2121,cwig8,अधेलिका,0,1
2122,cwig8,अन्ध,0,1
2123,cwig8,अन्धकार,0,1
2124,cwig8,अन्धार,0,1
2125,cwig8,अन्धियारा,0,1
2126,cwig8,अन्धेरा,0,1
2127,cwig8,अन्धेरी,0,1
2128,cwig8,अप्रकाश,1,0
2129,cwig8,आधीनता,0,1
2130,cwig8,आमरखना,1,0
2131,cwig8,आश्रितत्व,1,0
2132,cwig8,इख्तियार,0,1
2133,cwig8,इख़्तियार,0,1
2134,cwig8,इंगलिस्तान,0,1
2135,cwig8,इंग्लिस्तान,0,1
2136,cwig8,इजारा,0,1
2137,cwig8,उकचना,1,0
2138,cwig8,उकलना,1,0
2139,cwig8,उकसना,0,1
2140,cwig8,उकिड़ना,0,1
2141,cwig8,उकिलाना,1,0
2142,cwig8,उकिसना,1,0
2143,cwig8,उखड़,0,1
2144,cwig8,उखड़ना,0,1
2145,cwig8,उखरना,0,1
2146,cwig8,उचटना,1,0
2147,cwig8,उचड़ना,1,0
2148,cwig8,उचरना,0,1
2149,cwig8,उतरना,0,1
2150,cwig8,उधड़ना,0,1
2151,cwig8,उबलना,0,1
2152,cwig8,खुलना,0,1
2153,cwig8,गणतंत्रात्मक,1,0
2154,cwig8,गणतंत्रिक,1,0
2155,cwig8,गणतंत्री,0,1
2156,cwig8,गणतंत्रीय,0,1
2157,cwig8,गणतन्त्रात्मक,1,0
2158,cwig8,गणतन्त्रिक,0,1
2159,cwig8,गणतन्त्री,0,1
2160,cwig8,गणतन्त्रीय,0,1
2161,cwig8,गणतांत्रिक,0,1
2162,cwig8,गणतान्त्रिक,1,0
2163,cwig8,गरमाना,0,1
2164,cwig8,गुस्साना,0,1
2165,cwig8,जनतंत्रात्मक,1,0
2166,cwig8,जनतंत्री,0,1
2167,cwig8,जनतंत्रीय,0,1
2168,cwig8,जनतन्त्रात्मक,1,0
2169,cwig8,जनतन्त्री,0,1
2170,cwig8,जनतन्त्रीय,0,1
2171,cwig8,जनतांत्रिक,0,1
2172,cwig8,जनतान्त्रिक,1,0
2173,cwig8,झाँई,0,1
2174,cwig8,तड़कना,1,0
2175,cwig8,तम,0,1
2176,cwig8,तमकना,1,0
2177,cwig8,तमना,0,1
2178,cwig8,तमस,0,1
2179,cwig8,तमस्,0,1
2180,cwig8,तमिस्र,0,1
2181,cwig8,तहत,0,1
2182,cwig8,ताम,0,1
2183,cwig8,तामस,0,1
2184,cwig8,तारीकी,0,1
2185,cwig8,तिमिर,0,1
2186,cwig8,दखल,0,1
2187,cwig8,दख़ल,0,1
2188,cwig8,दाज,0,1
2189,cwig8,दावा,0,1
2190,cwig8,ध्वांत,1,0
2191,cwig8,ध्वान्त,1,0
2192,cwig8,नभाक,0,1
2193,cwig8,नभोरजस,1,0
2194,cwig8,निकलना,0,1
2195,cwig8,निद्रावृक्ष,1,0
2196,cwig8,नीलपंक,1,0
2197,cwig8,नीलपङ्क,1,0
2198,cwig8,परवशता,1,0
2199,cwig8,पारवश्य,1,0
2200,cwig8,प्रकाशरहितता,1,0
2201,cwig8,प्रकाशशून्य\ufeffता,1,0
2202,cwig8,प्रजातंत्रात्मक,1,0
2203,cwig8,प्रजातंत्री,1,0
2204,cwig8,प्रजातंत्रीय,0,1
2205,cwig8,प्रजातन्त्रात्मक,1,0
2206,cwig8,प्रजातन्त्री,0,1
2207,cwig8,प्रजातन्त्रीय,0,1
2208,cwig8,प्रजातांत्रिक,1,0
2209,cwig8,बमकना,1,0
2210,cwig8,बिगड़ना,0,1
2211,cwig8,ब्रिटेन,0,1
2212,cwig8,भड़कना,0,1
2213,cwig8,मातहती,0,1
2214,cwig8,मालिकाना,0,1
2215,cwig8,मेचक,0,1
2216,cwig8,यूके,0,1
2217,cwig8,लोकतंत्रात्मक,1,0
2218,cwig8,लोकतंत्री,0,1
2219,cwig8,लोकतंत्रीय,0,1
2220,cwig8,लोकतन्त्रात्मक,1,0
2221,cwig8,लोकतन्त्री,0,1
2222,cwig8,लोकतन्त्रीय,1,0
2223,cwig8,लोकतांत्रिक,1,0
2224,cwig8,लोकतान्त्रिक,1,0
2225,cwig8,शाबर,0,1
2226,cwig8,सशक्तिकरण,0,2
2227,cwig8,सार्वलौकिक,0,1
2228,cwig8,स्वत्त्व,1,0
2229,cwig8,स्वत्त्वाधिकार,1,0
2230,cwig8,स्वत्व,1,0
2231,cwig8,स्वत्वाधिकार,1,0
2232,cwig8,हक,0,1
2233,cwig8,हक़,0,1
2234,cwig8,अँधियार,1,0
2235,cwig8,आयत्ति,1,0
2236,cwig8,प्रजातान्त्रिक,0,1
2237,cwig8,शक्तिकरण,0,2
2238,cwig8,सौंदर्यशास्त्र,1,0
2239,cwig8,अड्डा,0,1
2240,cwig8,अधिगत,0,1
2241,cwig8,अभ्यंतर,0,1
2242,cwig8,अभ्यन्तर,0,1
2243,cwig8,अर्ह,0,1
2244,cwig8,अवांतर,0,1
2245,cwig8,अवान्तर,0,1
2246,cwig8,अवाप्त,0,1
2247,cwig8,असूल,0,1
2248,cwig8,आप्त,0,1
2249,cwig8,उचित,0,1
2250,cwig8,उपयुक्त,0,1
2251,cwig8,उपलब्ध,0,1
2252,cwig8,उपार्जित,0,1
2253,cwig8,कलित,0,1
2254,cwig8,कानूनी,0,1
2255,cwig8,कृत,0,1
2256,cwig8,केंद्र,0,1
2257,cwig8,केंद्रस्थल,0,1
2258,cwig8,केन्द्र,0,1
2259,cwig8,केन्द्रस्थल,0,1
2260,cwig8,गढ़,0,1
2261,cwig8,गिरोह,0,1
2262,cwig8,जत्था,0,1
2263,cwig8,जमात,0,1
2264,cwig8,जायज,0,1
2265,cwig8,जायज़,0,1
2266,cwig8,जूथ,0,1
2267,cwig8,जेबा,0,1
2268,cwig8,ज़ेबा,0,1
2269,cwig8,टीम,0,1
2270,cwig8,टोली,0,1
2271,cwig8,नाभि,0,1
2272,cwig8,नाभिक,0,1
2273,cwig8,निर्मित,0,1
2274,cwig8,पर्णीत,0,1
2275,cwig8,पीठिका,0,1
2276,cwig8,प्रकृत,0,1
2277,cwig8,प्रणीत,0,1
2278,cwig8,प्रशस्त,0,1
2279,cwig8,प्राप्त,0,1
2280,cwig8,प्रोसीजर,0,1
2281,cwig8,प्रोसीज़र,0,1
2282,cwig8,फिट,0,1
2283,cwig8,फिरका,0,1
2284,cwig8,फिर्क,0,1
2285,cwig8,बीच,0,1
2286,cwig8,बैंड,0,1
2287,cwig8,बैण्ड,0,1
2288,cwig8,बैन्ड,0,1
2289,cwig8,मंडल,0,1
2290,cwig8,मंडली,0,1
2291,cwig8,मण्डल,0,1
2292,cwig8,मण्डली,0,1
2293,cwig8,मध्य,0,1
2294,cwig8,मयस्सर,0,1
2295,cwig8,मरकज,0,1
2296,cwig8,मरकज़,0,1
2297,cwig8,माकूल,0,1
2298,cwig8,मिला,0,1
2299,cwig8,मिलित,0,1
2300,cwig8,मुख्यालय,0,1
2301,cwig8,मुनासिब,0,1
2302,cwig8,मुफीद,0,1
2303,cwig8,मुफ़ीद,0,1
2304,cwig8,मुयस्य,0,1
2305,cwig8,मुयस्सर,0,1
2306,cwig8,मुहैया,0,1
2307,cwig8,मुहैय्या,0,1
2308,cwig8,मौजूँ,0,1
2309,cwig8,मौजूं,0,1
2310,cwig8,मौज़ू,0,1
2311,cwig8,मौज़ूँ,0,1
2312,cwig8,यथोचित्,0,1
2313,cwig8,यूह,0,1
2314,cwig8,योग्य,0,1
2315,cwig8,रचित,0,1
2316,cwig8,रास,0,1
2317,cwig8,लब्ध,0,1
2318,cwig8,लाजमी,0,1
2319,cwig8,लाज़मी,0,1
2320,cwig8,लाजिम,0,1
2321,cwig8,लाज़िम,0,1
2322,cwig8,लाजिमी,0,1
2323,cwig8,लाज़िमी,0,1
2324,cwig8,लायक,0,1
2325,cwig8,लायक़,0,1
2326,cwig8,वसूल,0,1
2327,cwig8,वाजिब,0,1
2328,cwig8,वाज़िब,0,1
2329,cwig8,विधिक,0,1
2330,cwig8,विधिमान्य,0,1
2331,cwig8,विरचित,0,1
2332,cwig8,वैध,0,1
2333,cwig8,संतति,0,1
2334,cwig8,सदर,0,1
2335,cwig8,सन्तति,0,1
2336,cwig8,संप्राप्त,0,1
2337,cwig8,सम्प्राप्त,0,1
2338,cwig8,सर्जित,0,1
2339,cwig8,संवृत्त,0,1
2340,cwig8,संसिद्ध,0,1
2341,cwig8,सही,0,1
2342,cwig8,सृजित,0,1
2343,cwig8,सृष्ट,0,1
2344,cwig8,सेंटर,0,1
2345,cwig8,सेन्टर,0,1
2346,cwig8,हस्तगत,0,1
2347,cwig8,हासिल,0,1
2348,cwig8,हृदयस्थल,0,1
2349,cwig8,हृदयस्थली,0,1
2350,cwig8,हेडक्वार्टर,0,1
2351,cwig8,हेडक्वॉर्टर,0,1
2352,cwig8,क़ानूनी,0,1
2353,cwig8,वहित,0,1
2354,cwig8,संरचित,0,1
2355,cwig18,अकेला,0,3
2356,cwig18,अक्षित,2,2
2357,cwig18,अक्स,0,1
2358,cwig18,अग,0,1
2359,cwig18,अघ्रिप,1,0
2360,cwig18,अचार,0,1
2361,cwig18,अंजल,0,2
2362,cwig18,अंजलि,0,2
2363,cwig18,अंजलिपुट,1,1
2364,cwig18,अँजली,0,2
2365,cwig18,अंजली,0,2
2366,cwig18,अँजुरी,1,1
2367,cwig18,अंजुरी,1,1
2368,cwig18,अंजुल,1,1
2369,cwig18,अंजुली,0,2
2370,cwig18,अजोड़,0,3
2371,cwig18,अञ्जलि,2,0
2372,cwig18,अंडजा,3,0
2373,cwig18,अण्डजा,3,0
2374,cwig18,अतुल,1,3
2375,cwig18,अतुलनीय,1,3
2376,cwig18,अतुलित,2,1
2377,cwig18,अद्वितीय,2,1
2378,cwig18,अद्वैत,3,0
2379,cwig18,अंध,1,3
2380,cwig18,अध्यापक,0,1
2381,cwig18,अनंद,0,1
2382,cwig18,अनन्द,0,1
2383,cwig18,अनन्यसाधारण,1,2
2384,cwig18,अनायत,0,2
2385,cwig18,अनुकरण,1,1
2386,cwig18,अनुक्रम,0,1
2387,cwig18,अनुक्रमणिका,1,0
2388,cwig18,अनुक्रिया,1,1
2389,cwig18,अनुगति,1,1
2390,cwig18,अनुगम,1,1
2391,cwig18,अनुगमन,1,1
2392,cwig18,अनुत्तम,2,1
2393,cwig18,अनुपम,0,3
2394,cwig18,अनुपमा,0,3
2395,cwig18,अनुपमित,1,2
2396,cwig18,अनुपमेय,1,2
2397,cwig18,अनुबंध,1,1
2398,cwig18,अनुबन्ध,0,2
2399,cwig18,अनुवर्तन,1,1
2400,cwig18,अनुसरण,0,2
2401,cwig18,अनुसार,0,2
2402,cwig18,अनुसृति,0,2
2403,cwig18,अनुहरण,1,1
2404,cwig18,अनेकत्व,2,1
2405,cwig18,अनोकह,0,1
2406,cwig18,अनोखा,0,3
2407,cwig18,अन्ध,1,3
2408,cwig18,अपक,2,2
2409,cwig18,अपचायित,0,1
2410,cwig18,अपदेश,0,2
2411,cwig18,अपूर्व,1,2
2412,cwig18,अप्रतिम,1,2
2413,cwig18,अप्रतिमान,2,1
2414,cwig18,अप्रतिरूप,3,0
2415,cwig18,अप्रतुल,3,1
2416,cwig18,अप्रलंब,1,0
2417,cwig18,अप्रलम्ब,1,0
2418,cwig18,अंबर,0,1
2419,cwig18,अंबु,2,2
2420,cwig18,अंभ,2,2
2421,cwig18,अभरन,0,1
2422,cwig18,अभिन्नपुट,2,0
2423,cwig18,अभिप्राय,1,0
2424,cwig18,अभूखन,0,1
2425,cwig18,अभूत,1,2
2426,cwig18,अभ्यंजन,0,1
2427,cwig18,अभ्यञ्जन,1,0
2428,cwig18,अभ्याहत,0,1
2429,cwig18,अभ्युचित,0,2
2430,cwig18,अमंद,1,0
2431,cwig18,अमन्द,0,1
2432,cwig18,अमिताभ,0,1
2433,cwig18,अम्बर,0,1
2434,cwig18,अम्बु,2,2
2435,cwig18,अरक,0,1
2436,cwig18,अराअरी,0,1
2437,cwig18,अर्क,0,1
2438,cwig18,अर्क़,0,1
2439,cwig18,अर्ण,2,2
2440,cwig18,अर्थ,0,1
2441,cwig18,अलंकार,0,1
2442,cwig18,अलङ्कार,1,0
2443,cwig18,अलबेला,0,3
2444,cwig18,अलसेट,1,1
2445,cwig18,अवतन्स,1,0
2446,cwig18,अवतंस,0,1
2447,cwig18,अवधारणा,0,1
2448,cwig18,अविक्रांत,2,1
2449,cwig18,अविक्रान्त,3,0
2450,cwig18,अशिथिल,1,1
2451,cwig18,अश्रुपात,2,1
2452,cwig18,अश्वकुटी,0,2
2453,cwig18,अश्वगोष्ठ,0,2
2454,cwig18,अश्वशाल,0,2
2455,cwig18,अश्वशाला,0,2
2456,cwig18,असाधारण,0,3
2457,cwig18,अस्तबल,0,2
2458,cwig18,अस्र,1,3
2459,cwig18,आकर्ष,0,3
2460,cwig18,आकष,2,1
2461,cwig18,आक्रंद,2,1
2462,cwig18,आक्रंदन,2,1
2463,cwig18,आक्रन्द,2,1
2464,cwig18,आक्रन्दन,2,1
2465,cwig18,आखर,1,1
2466,cwig18,आचरण,0,1
2467,cwig18,आचार,0,1
2468,cwig18,आचार्य,0,1
2469,cwig18,आचार्य्य,0,1
2470,cwig18,आधान,0,3
2471,cwig18,आधार,0,2
2472,cwig18,आनंद,0,1
2473,cwig18,आनन्द,0,1
2474,cwig18,आनुपूर्व,0,1
2475,cwig18,आब,2,2
2476,cwig18,आबजोश,0,1
2477,cwig18,आभरण,0,1
2478,cwig18,आभार,1,3
2479,cwig18,आयत,0,2
2480,cwig18,आर्थ,0,1
2481,cwig18,आर्थिक,0,1
2482,cwig18,आलेख्य,0,1
2483,cwig18,आवश्यकता,0,1
2484,cwig18,आशय,0,2
2485,cwig18,आसना,1,0
2486,cwig18,आसव,0,1
2487,cwig18,आस्पद,1,1
2488,cwig18,आस्पर्धा,0,1
2489,cwig18,आस्वाद,0,1
2490,cwig18,आहत,0,1
2491,cwig18,आहरण,0,1
2492,cwig18,इकेला,0,3
2493,cwig18,इकौना,2,1
2494,cwig18,इक्का,0,3
2495,cwig18,इरा,2,2
2496,cwig18,इलाका,0,1
2497,cwig18,इलाक़ा,0,1
2498,cwig18,इल्लत,1,0
2499,cwig18,इष्ट,0,1
2500,cwig18,ईषणा,1,0
2501,cwig18,उड़नघाई,1,1
2502,cwig18,उड़नझाई,2,0
2503,cwig18,उदक,3,1
2504,cwig18,उदक्,4,0
2505,cwig18,उद्देश्य,0,1
2506,cwig18,उपनेता,0,1
2507,cwig18,उपमारहित,1,2
2508,cwig18,उपलक्ष्य,1,0
2509,cwig18,उल्व,0,2
2510,cwig18,उस्ताद,0,1
2511,cwig18,ऋत,2,2
2512,cwig18,एकल,0,3
2513,cwig18,एरिया,0,1
2514,cwig18,एविएशन,0,2
2515,cwig18,एवीएशन,0,2
2516,cwig18,एहसानमंदी,2,2
2517,cwig18,ऑर्डर,0,1
2518,cwig18,ओक,0,2
2519,cwig18,ओके,1,1
2520,cwig18,कजाक,0,1
2521,cwig18,कज़ाक,0,1
2522,cwig18,कजाकवासी,0,1
2523,cwig18,कज़ाकवासी,0,1
2524,cwig18,कजाकी,0,1
2525,cwig18,कज़ाकी,0,1
2526,cwig18,कटेगरी,1,1
2527,cwig18,कंटेनर,0,2
2528,cwig18,कन्टेनर,0,2
2529,cwig18,कपड़ा,0,1
2530,cwig18,कमर्शल,0,1
2531,cwig18,कमर्शियल,1,0
2532,cwig18,करपात्र,1,1
2533,cwig18,कर्मकांडी,1,0
2534,cwig18,कवेरा,0,1
2535,cwig18,कस्तुरिका,3,0
2536,cwig18,कस्तूर,1,2
2537,cwig18,कस्तूरिका,3,0
2538,cwig18,कस्तूरी,1,2
2539,cwig18,कांड,1,3
2540,cwig18,काण्ड,0,4
2541,cwig18,कारक,0,1
2542,cwig18,कारबारी,0,1
2543,cwig18,कारोबारी,0,1
2544,cwig18,कार्यपद्धति,0,1
2545,cwig18,कीलाल,3,1
2546,cwig18,कुरंगनाभि,1,2
2547,cwig18,कैटिगरी,0,2
2548,cwig18,कोख,0,2
2549,cwig18,कोटि,0,2
2550,cwig18,कोश,0,2
2551,cwig18,कोष,0,2
2552,cwig18,क्रंद,2,1
2553,cwig18,क्रंदन,2,1
2554,cwig18,क्रन्द,2,1
2555,cwig18,क्रम,1,0
2556,cwig18,क्रिया,1,3
2557,cwig18,क्रोश,1,2
2558,cwig18,क्षेत्र,0,1
2559,cwig18,ख़ाना,0,2
2560,cwig18,खुला,0,2
2561,cwig18,गर्भ,0,2
2562,cwig18,गर्भाशय,0,2
2563,cwig18,गँवार,0,1
2564,cwig18,गवैहाँ,0,1
2565,cwig18,गहना,0,1
2566,cwig18,गुट,0,2
2567,cwig18,गुण्य,0,1
2568,cwig18,गुरु,0,1
2569,cwig18,गुरू,0,1
2570,cwig18,ग्रामवासी,1,0
2571,cwig18,ग्रामीण,0,1
2572,cwig18,ग्राम्य,0,1
2573,cwig18,घनरस,2,2
2574,cwig18,घनसार,2,2
2575,cwig18,घुड़साल,0,2
2576,cwig18,घैहल,0,1
2577,cwig18,घैहा,0,1
2578,cwig18,चकमा,0,2
2579,cwig18,चटका,0,1
2580,cwig18,चपलता,0,1
2581,cwig18,चरका,0,2
2582,cwig18,चरण,1,0
2583,cwig18,चलनसार,0,2
2584,cwig18,चाल,0,1
2585,cwig18,चालू,0,2
2586,cwig18,चित्र,0,1
2587,cwig18,चित्रकारी,0,1
2588,cwig18,चीर,0,1
2589,cwig18,चुस्त,0,1
2590,cwig18,चोटिल,0,1
2591,cwig18,छबि,0,1
2592,cwig18,छवि,0,1
2593,cwig18,जखमी,0,1
2594,cwig18,ज़ख़मी,0,1
2595,cwig18,जख्मी,0,1
2596,cwig18,ज़ख़्मी,0,1
2597,cwig18,जड़,0,1
2598,cwig18,जरिआ,0,1
2599,cwig18,ज़रिआ,0,1
2600,cwig18,जरिया,0,1
2601,cwig18,ज़रिया,0,1
2602,cwig18,जरीआ,0,1
2603,cwig18,ज़रीआ,0,1
2604,cwig18,जरीया,0,1
2605,cwig18,ज़रीया,0,1
2606,cwig18,जर्ण,0,1
2607,cwig18,जल,0,4
2608,cwig18,जल्दी,0,1
2609,cwig18,जात,0,2
2610,cwig18,जायका,0,1
2611,cwig18,जारी,2,0
2612,cwig18,जूलरी,0,1
2613,cwig18,जूस,0,1
2614,cwig18,जेवर,0,1
2615,cwig18,ज़ेवर,0,1
2616,cwig18,जोड़ी,0,2
2617,cwig18,झल्लक,0,2
2618,cwig18,झाँसा,0,2
2619,cwig18,झोर,0,1
2620,cwig18,झोल,0,1
2621,cwig18,टीचर,0,1
