pid,word,complexity
ficwfteigenp4, 'थिगला',1
ficwfteigenp4, 'थेगली',1
ficwfteigenp4, 'दंग',5
ficwfteigenp4, 'दाई',5
ficwfteigenp4, 'दुर्लभ',5
ficwfteigenp4, 'दुष्काल',5
ficwfteigenp4, 'देवाधिदेव',1
ficwfteigenp4, 'देवेश्वर',3
ficwfteigenp4, 'धाई',3
ficwfteigenp4, 'धात्री',1
ficwfteigenp4, 'धान-पान',3
ficwfteigenp4, 'धाबा',1
ficwfteigenp4, 'धाम',5
ficwfteigenp4, 'धाय_माँ',5
ficwfteigenp4, 'धाय',4
ficwfteigenp4, 'धुरंधर',3
ficwfteigenp4, 'धुरन्धर',3
ficwfteigenp4, 'धूम्र',1
ficwfteigenp4, 'नंदिकेश्वर',2
ficwfteigenp4, 'नदीधर',2
ficwfteigenp4, 'नन्दिकेश्वर',1
ficwfteigenp4, 'नपराजित',3
ficwfteigenp4, 'नफीस',3
ficwfteigenp4, 'नफ़ीस',3
ficwfteigenp4, 'नरम',5
ficwfteigenp4, 'नागी',1
ficwfteigenp4, 'नाजुक',5
ficwfteigenp4, 'नाज़ुक',5
ficwfteigenp4, 'नादिर',2
ficwfteigenp4, 'नाभ',1
ficwfteigenp4, 'नायाब',5
ficwfteigenp4, 'निमंत्रण',5
ficwfteigenp4, 'निराला',5
ficwfteigenp4, 'निवारण',5
ficwfteigenp4, 'निवेदक',5
ficwfteigenp4, 'निषेध',5
ficwfteigenp4, 'नीलग्रीव',1
ficwfteigenp4, 'नेवता',1
ficwfteigenp4, 'न्यारा',5
ficwfteigenp4, 'न्योता',5
ficwfteigenp4, 'न्यौता',5
ficwfteigenp4, 'पंचमुख',5
ficwfteigenp4, 'पंचानन',5
ficwfteigenp4, 'पञ्चमुख',5
ficwfteigenp4, 'पपु',1
ficwfteigenp4, 'परंजय',2
ficwfteigenp4, 'परिचायक',4
ficwfteigenp4, 'पश',1
ficwfteigenp4, 'पशुपति',2
ficwfteigenp4, 'पाण',1
ficwfteigenp4, 'पादभुज',1
ficwfteigenp4, 'पाना',5
ficwfteigenp4, 'पाना',5
ficwfteigenp4, 'पाबंदी',5
ficwfteigenp4, 'पाबन्दी',5
ficwfteigenp4, 'पार्श्ववक्त्र',3
ficwfteigenp4, 'पिनाकपाणि',1
ficwfteigenp4, 'पिनाकी',1
ficwfteigenp4, 'पुकार',5
ficwfteigenp4, 'पुंगव',1
ficwfteigenp4, 'पुंडरीक',1
ficwfteigenp4, 'पुण्डरीक',1
ficwfteigenp4, 'पुद्गल',1
ficwfteigenp4, 'पुल्ला',1
ficwfteigenp4, 'पूलक',1
ficwfteigenp4, 'पूला',1
ficwfteigenp4, 'पैदाइश',5
ficwfteigenp4, 'पैदायश',5
ficwfteigenp4, 'पैबंद',5
ficwfteigenp4, 'पोत',1
ficwfteigenp4, 'प्रकृष्ट',2
ficwfteigenp4, 'प्रतिबंध',5
ficwfteigenp4, 'प्रतिबन्ध',5
ficwfteigenp4, 'प्रतिषेध',3
ficwfteigenp4, 'प्रत्याशी',5
ficwfteigenp4, 'प्रधान',5
ficwfteigenp4, 'प्रमुख',5
ficwfteigenp4, 'प्रशस्त',4
ficwfteigenp4, 'प्रशस्य',1
ficwfteigenp4, 'प्रसर',1
ficwfteigenp4, 'प्रसूति',5
ficwfteigenp4, 'प्रादुर्भाव',3
ficwfteigenp4, 'प्रायः',3
ficwfteigenp4, 'प्रायशः',2
ficwfteigenp4, 'प्रार्थना_कर्ता',5
ficwfteigenp4, 'प्रार्थी',5
ficwfteigenp4, 'प्रोथ',2
ficwfteigenp4, 'फरियादी',5
ficwfteigenp4, 'फसाना',5
ficwfteigenp4, 'फ़साना',5
ficwfteigenp4, 'फाल',3
ficwfteigenp4, 'फूलपान',4
ficwfteigenp4, 'बटली',1
ficwfteigenp4, 'बटलोई',1
ficwfteigenp4, 'बटुली',1
ficwfteigenp4, 'बड़ा',5
ficwfteigenp4, 'बंदिश',5
ficwfteigenp4, 'बंदिशें',5
ficwfteigenp4, 'बंदी',5
ficwfteigenp4, 'बंदीजन',4
ficwfteigenp4, 'बंधन',5
ficwfteigenp4, 'बंधेज',5
ficwfteigenp4, 'बनिज',1
ficwfteigenp4, 'बन्धेज',5
ficwfteigenp4, 'बहुधा',3
ficwfteigenp4, 'बिजनेस',5
ficwfteigenp4, 'बीजवाहन',5
ficwfteigenp4, 'बुकार',1
ficwfteigenp4, 'बुलाहट',2
ficwfteigenp4, 'बे-नजीर',3
ficwfteigenp4, 'बेजोड़',5
ficwfteigenp4, 'बेनजीर',3
ficwfteigenp4, 'बेनिमून',1
ficwfteigenp4, 'बेमिसाल',5
ficwfteigenp4, 'बेहतरीन',5
ficwfteigenp4, 'बैन',5
ficwfteigenp4, 'बोधातीत',1
ficwfteigenp4, 'भंग',5
ficwfteigenp4, 'भगाली',1
ficwfteigenp4, 'भङ्ग',5
ficwfteigenp4, 'भट्ट',2
ficwfteigenp4, 'भव',2
ficwfteigenp4, 'भव',1
ficwfteigenp4, 'भवेश',2
ficwfteigenp4, 'भाट',1
ficwfteigenp4, 'भाटक',1
ficwfteigenp4, 'भाड़ा',5
ficwfteigenp4, 'भालचंद्र',2
ficwfteigenp4, 'भालचन्द्र',1
ficwfteigenp4, 'भुवनेश',3
ficwfteigenp4, 'भूतचारी',2
ficwfteigenp4, 'भूतनाथ',1
ficwfteigenp4, 'भूतेश',1
ficwfteigenp4, 'भूमिकर',5
ficwfteigenp4, 'भोला',5
ficwfteigenp4, 'भोलानाथ',4
ficwfteigenp4, 'भोलेनाथ',4
ficwfteigenp4, 'भौचक',4
ficwfteigenp4, 'भौंचक',3
ficwfteigenp4, 'भौचक्का',4
ficwfteigenp4, 'मंख',1
ficwfteigenp4, 'मगध',3
ficwfteigenp4, 'मंगलेश',3
ficwfteigenp4, 'मड़ई',2
ficwfteigenp4, 'मड़ाई',1
ficwfteigenp4, 'मड़ैया',4
ficwfteigenp4, 'मढ़ई',3
ficwfteigenp4, 'मढ़ा',2
ficwfteigenp4, 'मढ़ी',1
ficwfteigenp4, 'मनाही',5
ficwfteigenp4, 'महत',2
ficwfteigenp4, 'महत्',3
ficwfteigenp4, 'महसूल',3
ficwfteigenp4, 'महाक्रोध',5
ficwfteigenp4, 'महादेव',5
ficwfteigenp4, 'महान',5
ficwfteigenp4, 'महार्णव',1
ficwfteigenp4, 'महेश',3
ficwfteigenp4, 'महेश्वर',5
ficwfteigenp4, 'मातृका',1
ficwfteigenp4, 'मालगुजारी',3
ficwfteigenp4, 'मालगुज़ारी',2
ficwfteigenp4, 'मुखर',4
ficwfteigenp4, 'मुखिया',5
ficwfteigenp4, 'मुख्य',5
ficwfteigenp4, 'मुट्ठा',1
ficwfteigenp4, 'मुलायम',5
ficwfteigenp4, 'मुसाहिब',2
ficwfteigenp4, 'मूर्द्धन्य',2
ficwfteigenp4, 'मूर्धन्य',2
ficwfteigenp4, 'मृत्युंजय',5
ficwfteigenp4, 'मृदु',3
ficwfteigenp4, 'मृदुल',2
ficwfteigenp4, 'यज्ञ_कुंड',4
ficwfteigenp4, 'यज्ञ_कुण्ड',1
ficwfteigenp4, 'यज्ञ-कुंड',4
ficwfteigenp4, 'यज्ञ-कुण्ड',4
ficwfteigenp4, 'यज्ञकुंड',4
ficwfteigenp4, 'यज्ञकुण्ड',5
ficwfteigenp4, 'यमेश्वर',3
ficwfteigenp4, 'ययातीश्वर',1
ficwfteigenp4, 'ययी',1
ficwfteigenp4, 'याची',4
ficwfteigenp4, 'योगीनाथ',4
ficwfteigenp4, 'योगीश',3
ficwfteigenp4, 'योनि',3
ficwfteigenp4, 'रणथंभौर',2
ficwfteigenp4, 'रणथम्भोर',5
ficwfteigenp4, 'रणथम्भौर',3
ficwfteigenp4, 'राकेश',5
ficwfteigenp4, 'राशि',4
ficwfteigenp4, 'रुद्र',3
ficwfteigenp4, 'रोक',5
ficwfteigenp4, 'रोजगार',5
ficwfteigenp4, 'रोज़गार',5
ficwfteigenp4, 'लगभग',5
ficwfteigenp4, 'लगान',5
ficwfteigenp4, 'लतीफ़',1
ficwfteigenp4, 'लाजवाब',5
ficwfteigenp4, 'लासानी',1
ficwfteigenp4, 'वणिक_कर्म',2
ficwfteigenp4, 'वत',1
ficwfteigenp4, 'वरिष्ठ',5
ficwfteigenp4, 'वरेण्य',1
ficwfteigenp4, 'वरेश्वर',2
ficwfteigenp4, 'वर्जन',1
ficwfteigenp4, 'वलभी',1
ficwfteigenp4, 'वसुप्रद',1
ficwfteigenp4, 'वहीद',2
ficwfteigenp4, 'वाणिज्य',3
ficwfteigenp4, 'विद्वत्',1
ficwfteigenp4, 'विधा',2
ficwfteigenp4, 'विपणन',2
ficwfteigenp4, 'विभिन्नता',5
ficwfteigenp4, 'विभु',3
ficwfteigenp4, 'विभु',2
ficwfteigenp4, 'विराम',5
ficwfteigenp4, 'विरुपाक्ष',1
ficwfteigenp4, 'विरोचन',1
ficwfteigenp4, 'विविधता',5
ficwfteigenp4, 'विशारद',4
ficwfteigenp4, 'विश्वनाथ',5
ficwfteigenp4, 'विस्मित',4
ficwfteigenp4, 'विहग',3
ficwfteigenp4, 'वीरेश',1
ficwfteigenp4, 'वीरेश्वर',1
ficwfteigenp4, 'वृषभकेतु',2
ficwfteigenp4, 'वैद्यनाथ',3
ficwfteigenp4, 'वैभिन्य',2
ficwfteigenp4, 'वैविध्य',3
ficwfteigenp4, 'व्यवसाय',5
ficwfteigenp4, 'व्यापार',5
ficwfteigenp4, 'व्योमकेश',3
ficwfteigenp4, 'शंकर',3
ficwfteigenp4, 'शङ्कर',3
ficwfteigenp4, 'शंभु',2
ficwfteigenp4, 'शम्भु',2
ficwfteigenp4, 'शशिधर',5
ficwfteigenp4, 'शशिभूषण',4
ficwfteigenp4, 'शारंगपाणि',1
ficwfteigenp4, 'शारंगपानि',1
ficwfteigenp4, 'शिखंडी',3
ficwfteigenp4, 'शिखण्डी',1
ficwfteigenp4, 'शिया',3
ficwfteigenp4, 'शिव',3
ficwfteigenp4, 'शीआ_सम्प्रदाय',1
ficwfteigenp4, 'शीआ',1
ficwfteigenp4, 'शीया_संप्रदाय',1
ficwfteigenp4, 'शीया',1
ficwfteigenp4, 'शीर्ष',5
ficwfteigenp4, 'शुल्क',5
ficwfteigenp4, 'श्रेष्ठ',5
ficwfteigenp4, 'श्लाघित',1
ficwfteigenp4, 'श्लाघ्य',1
ficwfteigenp4, 'सकना',5
ficwfteigenp4, 'सकना',5
ficwfteigenp4, 'सके',5
ficwfteigenp4, 'सके',5
ficwfteigenp4, 'सतीश',3
ficwfteigenp4, 'सदर',3
ficwfteigenp4, 'सद्य',1
ficwfteigenp4, 'संभार',1
ficwfteigenp4, 'समायोग',3
ficwfteigenp4, 'सम्भार',2
ficwfteigenp4, 'सर्पमाली',3
ficwfteigenp4, 'सर्व',5
ficwfteigenp4, 'सर्वोत्कृष्ट',2
ficwfteigenp4, 'संवत्सर',1
ficwfteigenp4, 'सवर',2
ficwfteigenp4, 'संश्लिष्ट',1
ficwfteigenp4, 'साधना_करना',5
ficwfteigenp4, 'साधना',5
ficwfteigenp4, 'साधनाएं',5
ficwfteigenp4, 'सारंग',3
ficwfteigenp4, 'सुकथन',5
ficwfteigenp4, 'सुकुमार',5
ficwfteigenp4, 'सुन्नी_मतावलंबी',2
ficwfteigenp4, 'सुन्नी_संप्रदाय',3
ficwfteigenp4, 'सुन्नी',3
ficwfteigenp4, 'सुप्रतीक',5
ficwfteigenp4, 'सुभाषित',5
ficwfteigenp4, 'सुहृद',2
ficwfteigenp4, 'सूक्त_वाक्य',2
ficwfteigenp4, 'सूक्त',2
ficwfteigenp4, 'सूक्ति',4
ficwfteigenp4, 'सूक्तियों',4
ficwfteigenp4, 'सूचक',5
ficwfteigenp4, 'सूत',3
ficwfteigenp4, 'सोमाल',1
ficwfteigenp4, 'सौदागरी',4
ficwfteigenp4, 'स्तब्ध',5
ficwfteigenp4, 'स्तुतिपाठक',3
ficwfteigenp4, 'स्नेहन',3
ficwfteigenp4, 'स्रोत',5
ficwfteigenp4, 'हर',5
ficwfteigenp4, 'हवन_कुंड',4
ficwfteigenp4, 'हवन_कुण्ड',4
ficwfteigenp4, 'हवन-कुंड',1
ficwfteigenp4, 'हवन-कुण्ड',4
ficwfteigenp4, 'हवनकुंड',4
ficwfteigenp4, 'हवनकुण्ड',5
ficwfteigenp4, 'हाँक',1
ficwfteigenp4, 'हांक',1
ficwfteigenp4, 'हाँका',1
ficwfteigenp4, 'हांका',1
ficwfteigenp4, 'हाटक',1
ficwfteigenp4, 'हाव',3
ficwfteigenp4, 'हावड़ा_ज़िला',4
ficwfteigenp4, 'हावड़ा_शहर',4
ficwfteigenp4, 'हावड़ा',3
ficwfteigenp4, 'हावरा_जिला',2
ficwfteigenp4, 'हावरा_ज़िला',2
ficwfteigenp4, 'हावरा_शहर',3
ficwfteigenp4, 'हावरा',2
ficwfteigenp4, 'हेरी',1
ficwfteigenp4, 'हैरतजदा',3
ficwfteigenp4, 'हैरतज़दा',3
ficwfteigenp4, 'होम_कुंड',2
ficwfteigenp4, 'होम_कुण्ड',1
ficwfteigenp4, 'होम-कुंड',1
ficwfteigenp4, 'होम-कुण्ड',1
ficwfteigenp4, 'होमकुंड',1
ficwfteigenp4, 'होमकुण्ड',2
ficwfteigenp4, 'हौदा',1
ficwfteigenp4,'_खुदा_हुआ',5
ficwfteigenp4,'अनूप',3
ficwfteigenp4,'अनेकता',5
ficwfteigenp4,'अरहत',1
ficwfteigenp4,'अर्थिक',3
ficwfteigenp4,'अविगत',2
ficwfteigenp4,'आहां',1
ficwfteigenp4,'इक्का',3
ficwfteigenp4,'उतपति',3
ficwfteigenp4,'उपन्यास',4
ficwfteigenp4,'ग्रह',5
ficwfteigenp4,'चाक्रिक',1
ficwfteigenp4,'छत्त',1
ficwfteigenp4,'झुगिया',1
ficwfteigenp4,'त्र्यक्ष',1
ficwfteigenp4,'थिगली',1
ficwfteigenp4,'धात्रेयी',1
ficwfteigenp4,'धोरी',1
ficwfteigenp4,'नर्म',5
ficwfteigenp4,'निमन्त्रण',4
ficwfteigenp4,'पण',1
ficwfteigenp4,'बन्धन',5
ficwfteigenp4,'बहुत_करके',5
ficwfteigenp4,'बोधक',3
ficwfteigenp4,'रणथंभोर',2
ficwfteigenp4,'शिया_संप्रदाय',3
ficwfteigenp4,'संभावना_होना',5
ficwfteigenp4,'संभावना_होना',5
ficwfteigenp4,'साधन_करना',1
ficwfteigenp4,'सुन्नी_सम्प्रदाय',3
ficwfteigenp4,'सुवचन',5
ficwfteigenp4,'हावड़ा_जिला',2
ficwfteigenp4,'हैरान',5
ficwfteigenp5, 'अकेला',5
ficwfteigenp5, 'अखेटक',1
ficwfteigenp5, 'अगुवा',3
ficwfteigenp5, 'अग्रगामी',1
ficwfteigenp5, 'अग्रदर्शी',1
ficwfteigenp5, 'अचंभित',3
ficwfteigenp5, 'अचम्भित',4
ficwfteigenp5, 'अजोड़',5
ficwfteigenp5, 'अटंबर',2
ficwfteigenp5, 'अटम',2
ficwfteigenp5, 'अटरिया',3
ficwfteigenp5, 'अटा',2
ficwfteigenp5, 'अटारी',3
ficwfteigenp5, 'अटाल',2
ficwfteigenp5, 'अटाला',2
ficwfteigenp5, 'अट्ट',1
ficwfteigenp5, 'अट्टा',2
ficwfteigenp5, 'अट्टाली',2
ficwfteigenp5, 'अड्डा',5
ficwfteigenp5, 'अतुल',5
ficwfteigenp5, 'अतुलनीय',5
ficwfteigenp5, 'अतुलित',2
ficwfteigenp5, 'अद्धा',4
ficwfteigenp5, 'अद्वितीय',5
ficwfteigenp5, 'अद्वैत',5
ficwfteigenp5, 'अधिजनन',2
ficwfteigenp5, 'अधिरथी',1
ficwfteigenp5, 'अधिष्ठाता',1
ficwfteigenp5, 'अँधेर',5
ficwfteigenp5, 'अंधेर',5
ficwfteigenp5, 'अंध्र',3
ficwfteigenp5, 'अनट',2
ficwfteigenp5, 'अनन्यसाधारण',4
ficwfteigenp5, 'अनुत्तम',1
ficwfteigenp5, 'अनुपम',5
ficwfteigenp5, 'अनुपमा',4
ficwfteigenp5, 'अनुपमित',1
ficwfteigenp5, 'अनुपमेय',4
ficwfteigenp5, 'अनेकत्व',1
ficwfteigenp5, 'अनैहा',2
ficwfteigenp5, 'अनोखा',5
ficwfteigenp5, 'अन्धेर',5
ficwfteigenp5, 'अपांनाथ',1
ficwfteigenp5, 'अपांनिधि',2
ficwfteigenp5, 'अपांपति',1
ficwfteigenp5, 'अपूर्व',5
ficwfteigenp5, 'अप्रतिम',1
ficwfteigenp5, 'अप्रतिमान',2
ficwfteigenp5, 'अप्रतिरूप',1
ficwfteigenp5, 'अप्रतुल',2
ficwfteigenp5, 'अंबर',4
ficwfteigenp5, 'अंबार',3
ficwfteigenp5, 'अबिंधन',1
ficwfteigenp5, 'अबिन्धन',1
ficwfteigenp5, 'अंबुधि',2
ficwfteigenp5, 'अब्धि',3
ficwfteigenp5, 'अभिसूचक',1
ficwfteigenp5, 'अभूत',3
ficwfteigenp5, 'अभ्यंतर',1
ficwfteigenp5, 'अभ्यन्तर',1
ficwfteigenp5, 'अभ्यर्थी',4
ficwfteigenp5, 'अभ्युत्थान',1
ficwfteigenp5, 'अमार',2
ficwfteigenp5, 'अमीनिधि',1
ficwfteigenp5, 'अम्बर',4
ficwfteigenp5, 'अम्बार',3
ficwfteigenp5, 'अम्बुधि',1
ficwfteigenp5, 'अर्णव',1
ficwfteigenp5, 'अलबेला',5
ficwfteigenp5, 'अवदीर्ण',1
ficwfteigenp5, 'अवधिमान',1
ficwfteigenp5, 'अवबोधक',1
ficwfteigenp5, 'अवसन्न',2
ficwfteigenp5, 'अवाक',5
ficwfteigenp5, 'अवाक्',4
ficwfteigenp5, 'अवांतर',1
ficwfteigenp5, 'अवान्तर',3
ficwfteigenp5, 'अवारपार',1
ficwfteigenp5, 'अविक्रांत',1
ficwfteigenp5, 'अविक्रान्त',2
ficwfteigenp5, 'अविष',5
ficwfteigenp5, 'अशिथिल',1
ficwfteigenp5, 'असाधारण',5
ficwfteigenp5, 'अहिला',2
ficwfteigenp5, 'अहेड़ी',1
ficwfteigenp5, 'अहेरी',1
ficwfteigenp5, 'आकर',5
ficwfteigenp5, 'आकुंठित',1
ficwfteigenp5, 'आकुण्ठित',1
ficwfteigenp5, 'आखेटक',1
ficwfteigenp5, 'आखेटिक',1
ficwfteigenp5, 'आखेटी',1
ficwfteigenp5, 'आचरजित',2
ficwfteigenp5, 'आजान',2
ficwfteigenp5, 'आड़ू',1
ficwfteigenp5, 'आधा',5
ficwfteigenp5, 'आफत',5
ficwfteigenp5, 'आफ़त',5
ficwfteigenp5, 'आरोही',3
ficwfteigenp5, 'आला_कमान',2
ficwfteigenp5, 'आविर्भाव',1
ficwfteigenp5, 'आश्चर्यचकित',5
ficwfteigenp5, 'आश्चर्यपूर्ण',4
ficwfteigenp5, 'आश्चर्यमय',2
ficwfteigenp5, 'आश्चर्यान्वित',2
ficwfteigenp5, 'आश्चर्यित',4
ficwfteigenp5, 'इकेला',2
ficwfteigenp5, 'इकौना',1
ficwfteigenp5, 'इक्का',2
ficwfteigenp5, 'इबतिदा',1
ficwfteigenp5, 'इब्तिदा',3
ficwfteigenp5, 'उजरत',2
ficwfteigenp5, 'उतपात',4
ficwfteigenp5, 'उत्कीर्ण',4
ficwfteigenp5, 'उत्थानशील',2
ficwfteigenp5, 'उत्पत्ति',5
ficwfteigenp5, 'उत्पात',4
ficwfteigenp5, 'उदधि',2
ficwfteigenp5, 'उदय',5
ficwfteigenp5, 'उद्गम_स्थल',3
ficwfteigenp5, 'उद्गम_स्थान',3
ficwfteigenp5, 'उद्गम',3
ficwfteigenp5, 'उद्भव',2
ficwfteigenp5, 'उद्भावना',1
ficwfteigenp5, 'उन्नतशील',3
ficwfteigenp5, 'उन्नतिशील',3
ficwfteigenp5, 'उपमारहित',1
ficwfteigenp5, 'उम्मीदवार',5
ficwfteigenp5, 'उम्मेदवार',5
ficwfteigenp5, 'ऊधम',5
ficwfteigenp5, 'एकल',4
ficwfteigenp5, 'एक्सीडेंट',5
ficwfteigenp5, 'एक्सीडेन्ट',5
ficwfteigenp5, 'ओबरी',2
ficwfteigenp5, 'कंपास',5
ficwfteigenp5, 'कम्पास',5
ficwfteigenp5, 'कर्मण्या',2
ficwfteigenp5, 'कविराज',2
ficwfteigenp5, 'कानीन',1
ficwfteigenp5, 'किराया',5
ficwfteigenp5, 'किस्म',5
ficwfteigenp5, 'क़िस्म',5
ficwfteigenp5, 'कूट',2
ficwfteigenp5, 'कृष्ण_द्वैपायन',2
ficwfteigenp5, 'केंद्र_बिंदु',2
ficwfteigenp5, 'केंद्र_सरकार',3
ficwfteigenp5, 'केंद्र_स्थान',4
ficwfteigenp5, 'केंद्र',4
ficwfteigenp5, 'केंद्रस्थल',5
ficwfteigenp5, 'केंद्रीय_कार्यालय',4
ficwfteigenp5, 'केंद्रीय_भवन',4
ficwfteigenp5, 'केंद्रीय_सरकार',4
ficwfteigenp5, 'केंद्रीय_स्थान',4
ficwfteigenp5, 'केन्द्र_बिन्दु',1
ficwfteigenp5, 'केन्द्र_सरकार',5
ficwfteigenp5, 'केन्द्र_स्थान',4
ficwfteigenp5, 'केन्द्र',4
ficwfteigenp5, 'केन्द्रस्थल',4
ficwfteigenp5, 'केन्द्रीय_कार्यालय',5
ficwfteigenp5, 'केन्द्रीय_भवन',4
ficwfteigenp5, 'केन्द्रीय_सरकार',5
ficwfteigenp5, 'केन्द्रीय_स्थान',4
ficwfteigenp5, 'क्वालिटी',5
ficwfteigenp5, 'खिराज',2
ficwfteigenp5, 'ख़िराज़',3
ficwfteigenp5, 'खुदा',5
ficwfteigenp5, 'खुराफात',5
ficwfteigenp5, 'ख़ुराफ़ात',5
ficwfteigenp5, 'खुशामदी',5
ficwfteigenp5, 'गंज',2
ficwfteigenp5, 'गढ़',2
ficwfteigenp5, 'गदर',3
ficwfteigenp5, 'ग़दर',3
ficwfteigenp5, 'घानी',2
ficwfteigenp5, 'चकित',4
ficwfteigenp5, 'चमचा',5
ficwfteigenp5, 'चमत्कृत',2
ficwfteigenp5, 'चय',3
ficwfteigenp5, 'चाटुकार',1
ficwfteigenp5, 'चापलूस',5
ficwfteigenp5, 'चारण',2
ficwfteigenp5, 'चुनाखा',3
ficwfteigenp5, 'चुस्त',2
ficwfteigenp5, 'चूड़ा',5
ficwfteigenp5, 'छत',5
ficwfteigenp5, 'जखीरा',2
ficwfteigenp5, 'जन्म',5
ficwfteigenp5, 'जमा',5
ficwfteigenp5, 'जलधि',5
ficwfteigenp5, 'जलनिधि',2
ficwfteigenp5, 'जलपति',2
ficwfteigenp5, 'जलेश',1
ficwfteigenp5, 'जलेश्वर',4
ficwfteigenp5, 'जीहजूर',3
ficwfteigenp5, 'जीहुजूर',5
ficwfteigenp5, 'जीहुज़ूर',5
ficwfteigenp5, 'ज्ञापक',3
ficwfteigenp5, 'झषनिकेत',1
ficwfteigenp5, 'झुग्गा',2
ficwfteigenp5, 'झुग्गी-झोपड़ी',3
ficwfteigenp5, 'झुग्गी',2
ficwfteigenp5, 'झोपड़ा',4
ficwfteigenp5, 'झोंपड़ा',5
ficwfteigenp5, 'झोपड़ी',5
ficwfteigenp5, 'झोंपड़ी',5
ficwfteigenp5, 'टिलवा',2
ficwfteigenp5, 'ट्राय',1
ficwfteigenp5, 'डमर',3
ficwfteigenp5, 'डायमीटर',5
ficwfteigenp5, 'ढेर',5
ficwfteigenp5, 'ढोती',5
ficwfteigenp5, 'ढोना',5
ficwfteigenp5, 'तरंत',2
ficwfteigenp5, 'तरन्त',2
ficwfteigenp5, 'तरह',5
ficwfteigenp5, 'तर्ज',3
ficwfteigenp5, 'तिमिकोश',1
ficwfteigenp5, 'तीवर',3
ficwfteigenp5, 'तेज',5
ficwfteigenp5, 'तेज़',5
ficwfteigenp5, 'तोयधि',2
ficwfteigenp5, 'तोयनिधि',1
ficwfteigenp5, 'तोयराशि',1
ficwfteigenp5, 'तोयालय',1
ficwfteigenp5, 'त्रस्त',2
ficwfteigenp5, 'दंग',3
ficwfteigenp5, 'दंगा-फसाद',5
ficwfteigenp5, 'दंग़ा-फ़साद',5
ficwfteigenp5, 'दंगा',5
ficwfteigenp5, 'दंग़ा',5
ficwfteigenp5, 'दंगाफसाद',5
ficwfteigenp5, 'दंग़ाफ़साद',5
ficwfteigenp5, 'दुर्घटना',5
ficwfteigenp5, 'दुर्लभ',5
ficwfteigenp5, 'दूँद',1
ficwfteigenp5, 'द्रव',2
ficwfteigenp5, 'धाबा',5
ficwfteigenp5, 'धाम',4
ficwfteigenp5, 'धौंताल',3
ficwfteigenp5, 'नदराज',1
ficwfteigenp5, 'नदीकांत',1
ficwfteigenp5, 'नदीकान्त',1
ficwfteigenp5, 'नदीन',3
ficwfteigenp5, 'नदीपति',2
ficwfteigenp5, 'नदीभल्लातक',1
ficwfteigenp5, 'नदीश',3
ficwfteigenp5, 'नादिर',1
ficwfteigenp5, 'नाभिक',3
ficwfteigenp5, 'निराला',3
ficwfteigenp5, 'निवेदक',3
ficwfteigenp5, 'न्यारा',5
ficwfteigenp5, 'पयोधर',1
ficwfteigenp5, 'पयोधि',1
ficwfteigenp5, 'पयोनिधि',1
ficwfteigenp5, 'परकार',3
ficwfteigenp5, 'परकाल',3
ficwfteigenp5, 'परांगव',1
ficwfteigenp5, 'परिचायक',4
ficwfteigenp5, 'पर्यटक',5
ficwfteigenp5, 'पाथनाथ',1
ficwfteigenp5, 'पाथनिधि',1
ficwfteigenp5, 'पाथि',3
ficwfteigenp5, 'पाथोधि',2
ficwfteigenp5, 'पाथोनिधि',1
ficwfteigenp5, 'पाना',5
ficwfteigenp5, 'पाना',5
ficwfteigenp5, 'पारधी',1
ficwfteigenp5, 'पाराशर',2
ficwfteigenp5, 'पीठिका',3
ficwfteigenp5, 'पुरोगामी',1
ficwfteigenp5, 'पैदाइश',5
ficwfteigenp5, 'पैदायश',3
ficwfteigenp5, 'पोत',2
ficwfteigenp5, 'प्रकार',5
ficwfteigenp5, 'प्रगति_कर्ता',1
ficwfteigenp5, 'प्रगतिकर्ता',1
ficwfteigenp5, 'प्रगतिशील',1
ficwfteigenp5, 'प्रगतिशीलता',1
ficwfteigenp5, 'प्रत्याशी',1
ficwfteigenp5, 'प्रधान_कार्यालय',4
ficwfteigenp5, 'प्रधान',4
ficwfteigenp5, 'प्रभारी',3
ficwfteigenp5, 'प्रमुख_कार्यालय',3
ficwfteigenp5, 'प्रमुख',3
ficwfteigenp5, 'प्रसर',3
ficwfteigenp5, 'प्रसूति',2
ficwfteigenp5, 'प्रादुर्भाव',2
ficwfteigenp5, 'प्रार्थना_कर्ता',3
ficwfteigenp5, 'प्रार्थी',4
ficwfteigenp5, 'फतूर',3
ficwfteigenp5, 'फ़तूर',3
ficwfteigenp5, 'फरियादी',3
ficwfteigenp5, 'फसाद',5
ficwfteigenp5, 'फ़साद',5
ficwfteigenp5, 'फसाना',5
ficwfteigenp5, 'फ़साना',5
ficwfteigenp5, 'फार्म',5
ficwfteigenp5, 'फितूर',4
ficwfteigenp5, 'फ़ितूर',5
ficwfteigenp5, 'फुतूर',2
ficwfteigenp5, 'फ़ुतूर',1
ficwfteigenp5, 'फुरतीला',5
ficwfteigenp5, 'फुर्तीला',5
ficwfteigenp5, 'फॉर्म',5
ficwfteigenp5, 'बखेड़ा',5
ficwfteigenp5, 'बंदी',5
ficwfteigenp5, 'बंदीजन',4
ficwfteigenp5, 'बलूचिस्तान',1
ficwfteigenp5, 'बवाल',5
ficwfteigenp5, 'बादरायण',1
ficwfteigenp5, 'बीच',5
ficwfteigenp5, 'बुकार',3
ficwfteigenp5, 'बे-नजीर',1
